text,sentiment,category
Why Black Friday discounts could be stingier this year,1,Business
"Bananas , Coffee and Affordability",1,Business
How to get the best term insurance at low premium,1,Business
India Consumption Boom and the Urgent Need to Rebuild Household Savings : Insights from Dr . Akshay Kulkarni,1,Business
"Trump administration announces trade deal which could lower prices of bananas , coffee",1,Business
The lack of economic data in the US has some investors looking for a way out,1,Business
All facets of metals market marketing,1,Market
"Silver price once again refreshed history, domestic futures reported 1.26 million yuan / kilogram _ Futures _ Financial Channel Home Page _ Finance Network - CAIJING . COM . CN",1,Business
"Silver became a strategic asset of the United States, the global market stirred up",1,Market
"Gold price today, November 14, plummeted: Investors massively took profits, the market reversed",1,Market
Indian stock market surge caution of funds...!!,1,Market
The price of gold - what is the value of this metal today,1,Business
"Silver price refreshes history again, investors should not chase higher - Gold Channel - Hexun.com",1,Business
The cover is a prophecy of The Economist: what awaits the world in 2026,1,Business
Will boring stocks get their revenge on the stock market ?,1,Market
Stock exchange view: UBS increases Heineken price target,1,Market
UBS increases Heineken price target,1,Business
GLP - 1 and TRUMPRX . GOV,1,Business
2025年ACSIC聯盟第37屆年會臺北圓滿落幕｜中央社財經訊息平台,1,Business
Beijing gifts are different! - Qianlong.com · China Capital Network,1,Business
"We are at 996, and our European and American game colleagues have not returned to the office yet.",1,Business
Medicine prices in Pakistan increased by 15 percent since deregulation policy : pharma association,1,Policy
"Cross-border ETFs frequently experience premiums, with many premiums exceeding 6%. The shortage of QDII quotas for fund companies is still the key",1,Business
"In the beginning, the market will fall in the stock market, but there will be a recovery even in the instability? Nifty will cross 26130? Know the detailed analysis of the startup",0,Market
Morocco OCP Group develops new hybrid fertilizer for European market – The North Africa Post,1,Market
"The G7, which wants Iran-US talks, may be alone in the field again",1,Business
Vangelis Marinakis: The shadowy role of Russia must be dissolved,1,Business
Bahri Week Dubai : Shipping leaders call for realism and peace,1,Business
Why Revolutions Fail: Lessons from History and Context of July 36 Movement in Bangladesh,1,Business
Challenges from US tax policy impact Vietnam's GDP in 2026,1,Policy
Security dynamics in Europe: Russia's role and Türkiye's position,1,Business
Bank Nifty record breaking increase! 58615. 20 level is also crossed due to these reasons,1,Finance
GOP Rep Greene Knocks Her President on Visa and Foreign Policy ….,1,Policy
Dow Jones extends gains while Nasdaq Composite slides,1,Business
"U . S . stocks have mixed day Wednesday , industrials gain , techs dip",1,Market
"Exclusive interview with Omdia Yang Guang: Under the low growth cycle of the telecommunications industry, 6G development faces multiple uncertainties",1,Business
How to force Putin to act? American experts advise the White House,1,Business
Economic outlook : commodity and pulp market analysis,1,Market
Global Construction Industry Report 2025 - 2029 : Growth,1,Business
"Gold Price Prediction After US Shutdown Ends; Good news came from Satasamudra and another big change in the price of gold! Before buying gold, see what actually happened?",1,Business
India IPO Boom : How New Listings Are Shaping the Market in FY26,1,Market
"When inflation created an outcry in America, Trump took a U-turn: reduced tariffs on many things, know what effect it will have on India.",0,Economy
"India wholesale inflation bottomed out , may still remain negative through 2025 - 26 : Report",0,Economy
"Inflation increased in America, Donald Trump took a U-turn on tariffs; India will benefit greatly",1,Economy
Retail inflation likely to stay negative excluding gold ; RBI faces policy dilemma : Report,0,Economy
"Tariff reduced on coffee, tea and fruits in America, how much will India benefit from Trump's decision? - trump reduces tariffs on food imports good news for india mango tea exports",1,Business
Inflation Deception: Why is inflation not being felt in Delhi and Mumbai? Expert lifted the curtain,0,Economy
Gurgaon gives you Dubai bills but Delhi air : Banker explains why ₹70L a year wont buy you dignity in India,1,Finance
"With inflation at record low of 0 . 3 %, food ministry proposes lifting of export ban on wheat products | India News",0,Economy
"Gold Up , Prices Down : SBI Warns RBI Of Inflation Rollercoaster Amid Negative Retail Trends",0,Economy
"Trump drops tariffs on food imports ; India mango , tea exports may benefit",0,Business
"Trump Removes Tariffs on Food Imports ; India Mango , Tea Exporters Upbeat",1,Business
"Trump drops tariffs on food imports ; India mango , tea exports may benefit | MorungExpress",0,Business
"Trump lifts tariffs on beef, coffee, and fruit. Trump reverses tariffs after defeat in two states: Removes tariffs on beef, coffee and fruits; Resentment among people due to inflation",0,Economy
"The week in charts : Inflation at record low , US flight disruptions , climate concerns",0,Economy
"Trump lifts tariffs on beef, coffee, and fruit, citing inflation. | World Updates: Trump removed tariffs from beef, coffee and agricultural products, decision due to inflation",0,Economy
Bond markets stable amid global uncertainty ; short - to medium - term debt funds remain attractive : Canara Robeco CIO,1,Market
"Sensex , Nifty Finish Week on Positive Note as NDA Secures Landmark Win in Bihar",1,Business
"Maruti Suzuki , Adani Enterprises , Asian Paints among stocks in focus next week ; here why",1,Market
"Today Gold , Silver Rate November 15 : Check 18 , 22 , 24 carat Gold prices in Chennai , Mumbai , Delhi , Kolkata",1,Business
"Finmin asks hospitals , insurers to devise standardized treatment protocols",1,Business
Record IPO to resist tariffs United States: here is India's economic strategy,1,Business
World News Brief : 15 November 2025,1,Business
Article – US sanctions on Russian oil companies,1,Business
"At last, due to internal pressure, due to internal pressure, Trump removed the duties on Indian mangoes, pomegranates and tea!",1,Business
"Trump took a U-turn on tariffs, America removed duty on coffee and fruits",1,Business
"Trump took a U-turn on tariffs, America removed duty on coffee and fruits - Naya India - Hindi News, Latest Hindi News, Breaking News, Hindi Samachar",1,Business
Europe Gauges Fallout From Trump Year of Trade Chaos,0,Business
"Energy crisis and political resignations: NABU and Midas, audit of state-owned companies, Galushchenko and Grinchuk | News of Ukraine",0,Business
"Fed hopes melt , stocks sink",1,Market
AIRF: Nationwide demonstration of running staff on 17th demanding increase in mileage rates,1,Business
"Trump Scraps Tariffs On Beef , Coffee And Tropical Fruit Amid Price Concerns",1,Business
Rupiah Redenomination and System Readiness,1,Business
India Wholesale Prices Drop Sharply in October – Sri Lanka Guardian,0,Business
China was blamed for the sharp rise in gold prices,1,Business
"REITs , fractional ownership best for first - time property investors , says Mananki Parulekar of Claravest",1,Business
"Trump drops tariffs on food imports ; India mango ,  tea exports may benefit",0,Business
"Trump reduces tariffs on beef, coffee and tomatoes",1,Business
"Term Insurance Vs Life Insurance; Tax Benefit | Financial Security | Your money - What is term insurance: Why is it important, in which cases it is better than life insurance, know 8 benefits.",1,Business
"1444.49 tons! China has discovered the largest single gold mine since the founding of the People's Republic of China, and its value may be as high as 1.28 trillion yuan _ Gold Market Live _ Gold Network _ CICC Online",1,Market
Cost-cutting excuse in Metrorail project,1,Business
Is the fall in gold hinting at weakness ? Here why the recent slide may not mean what you think,0,Business
Which Gifts Could Cost More Due to Tariffs This Holiday Season ?,1,Business
Climate Change and You : Will COP30 offer a breakthrough in fighting the climate crisis,0,Business
"Donald Trump Signs Order Removing Tariffs on Beef, Coffee, Fruit to Control Inflation After losing two states, Trump reversed tariffs: removed tariffs on beef, coffee and fruit; Public resentment due to inflation",0,Economy
"Gold falls below $4 , 100 as Fed hawks dampen December rate cut hopes",0,Business
再爆衝突 ！ 出入口遭堵長達90分鐘 一文看懂COP30為何爭議不斷 | 國際 | 三立新聞網 SETN . COM,1,Business
Declining Profitability of Savings Papers: Dependent Households at Risk,1,Business
The country is now waiting for an elected government,1,Business
"Britain Economy Grapples with Stagnation , Inflation , and Job Losses , Fueling Calls for Autumn Budget Stimulus",0,Economy
"Nagaland sees boost in CSR funding with targeted , need - based projects : FM Sitharaman",1,Business
"Market on November 15: Oil prices increased dramatically because of the Novorossiysk incident, gold fell sharply after the Fed's statement",1,Market
Stock markets end week on a strong note as NDA secures landmark win in Bihar,1,Market
"Is this scientific? The global economy is in recession, but housing prices in many countries continue to rise?",1,Business
Weekly UPSC Current Affairs Quiz ( November 09 – November 15 ) with Answers,1,Business
UK Diligenta workers set to strike against real terms pay cut,1,Business
"F & O Talk | Nifty rebounds 700 pts from key support ; path opens for 26 , 200 – 26 , 500 targets : Sudeep Shah",1,Business
Asia and Europe Chart Divergent Economic Courses Amidst Global Headwinds and Policy Shifts,1,Policy
"Weekly Global Economy Overview : November 10 – 14 , 2025",1,Business
Trump Reckless Tariff Flailing Is a Destructive Turn by a Declining Power,1,Business
"With premiums for seniors climbing , what options ensure affordable , comprehensive family cover ?",1,Business
The Democratic Party’s victory in local elections may not solve America’s dilemma,1,Business
Gold price today November 15: SJC gold and ring gold suddenly decreased very strongly,1,Business
Did Trump second - term tariff crusade backfire on America ?,1,Business
